mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.13831086158752443,0.01644140059583225,0.0038520097732543945,0.0008007455015917789,13,{'max_depth': 13},0.6484551720028779,0.658447746293903,0.6714206066662796,0.6586965558709115,0.6648586863644804,0.6543445951086356,0.6669525590119154,0.650839443849687,0.6702264442650769,0.6597977087226043,0.6604039518156372,0.007474325288075706,17
0.13646557331085205,0.009946554659831658,0.00362548828125,0.00015162200248759554,14,{'max_depth': 14},0.6831167631954629,0.6967389708425014,0.7022517302866538,0.6880460129256658,0.7031442010557427,0.6897718970058657,0.6981028222883141,0.6824440020196172,0.6962113667155236,0.6886735749412738,0.692850134127662,0.007080920552913667,16
0.1491482973098755,0.011691134184423406,0.004000043869018555,0.0002932164353118985,15,{'max_depth': 15},0.7176354993100349,0.7297608737656303,0.733519395588279,0.7178748242498056,0.7341236638501554,0.7260777553604829,0.7313862309297001,0.7135600680611798,0.7272669223222777,0.7247572858215279,0.7255962519259074,0.006767211319307817,15
0.1564781427383423,0.012508213703028152,0.004073500633239746,0.0002751588036391871,16,{'max_depth': 16},0.7440664421617997,0.7543587667476322,0.760925094597566,0.7468195192638503,0.765689999551132,0.7580304863757181,0.7642808802101326,0.7412825664784464,0.7590900208552873,0.7496544883534201,0.7544198264594985,0.008134373289374861,14
0.1467710018157959,0.004696222089340264,0.004063630104064941,0.0002857452877166844,17,{'max_depth': 17},0.7703914389838687,0.7836978838407335,0.7908177400829337,0.7725662988270272,0.7959805913103538,0.7845274959266015,0.7888219599737964,0.7714529814766286,0.7873946052459656,0.7739885233008355,0.7819639518968744,0.008702213471635857,13
0.15044798851013183,0.006601944606557317,0.0041684389114379885,0.000219061840947662,18,{'max_depth': 18},0.8005863287235238,0.809584692045279,0.8064447285246882,0.7987497949077013,0.8183831241754157,0.811363485322318,0.8107041991741059,0.7961865141526617,0.8096414295751875,0.797347776322755,0.8058992072923636,0.006953295886091362,12
0.15864980220794678,0.007404133923883486,0.004348897933959961,0.00022639732146511506,19,{'max_depth': 19},0.822910892616295,0.8289215316052241,0.8326779830923733,0.8194503573833399,0.8341653477657855,0.831293894564564,0.8347457494336099,0.8209302493978481,0.8337977426543794,0.8217729546332883,0.8280666703146708,0.005817399566795965,11
0.16206800937652588,0.00783136853806178,0.004460525512695312,0.00032213007297082617,20,{'max_depth': 20},0.8406196544017828,0.8498938521172433,0.8463758162730535,0.8346773638237358,0.8504553116547238,0.8482965690312109,0.8516273602994883,0.8456399664151174,0.850291194713242,0.8455509238553096,0.8463428012584908,0.004968050570587486,10
0.1647090196609497,0.010513811751789764,0.004712891578674316,0.0004418364597547434,21,{'max_depth': 21},0.8597699464167534,0.8676386912358773,0.8653182636835359,0.853695146146901,0.8655638176393969,0.8682224488419713,0.866851471117663,0.8628870146325097,0.8644706245135755,0.8640283253695284,0.8638445749597713,0.004107142600686643,9
0.17883288860321045,0.011222593674189669,0.004952144622802734,0.0005775768079713237,22,{'max_depth': 22},0.8773401883892394,0.8831340945294285,0.8811547042747016,0.8675679633174282,0.8803816834567147,0.8833652805713155,0.8791242049671006,0.8785445000482455,0.8793646729825431,0.8819894992531793,0.8791966791789898,0.0043017533783306265,8
0.18404765129089357,0.029052172325741924,0.00506134033203125,0.0005891088410029374,23,{'max_depth': 23},0.886557577305076,0.8983497492305936,0.8897533189559472,0.8798576155667359,0.8931849187169727,0.8946118353055579,0.890472992365877,0.8903028792577642,0.8882957821461673,0.8950942734829941,0.8906480942333687,0.004907966065039738,7
0.1823807716369629,0.013511056432543002,0.00504615306854248,0.0005253927878805727,24,{'max_depth': 24},0.8981660922103609,0.9097626484335253,0.8988813141288957,0.8922038268945975,0.899521015093198,0.9026233997509517,0.8982707766250304,0.900829506455654,0.9009423259550542,0.9055258395833258,0.9006726745130594,0.004454124088088413,6
0.1717902183532715,0.007935882872443154,0.004909038543701172,0.0002771734676075561,25,{'max_depth': 25},0.9102051357226293,0.9129334762998353,0.9046521679154691,0.8959540084391465,0.9080660704614669,0.9095007990797987,0.9069754102990165,0.9028484592756754,0.9059683192312069,0.9139884467823535,0.9071092293506599,0.004974084051302958,5
0.1771575927734375,0.008436122311088253,0.005025243759155274,0.00035632208538790606,26,{'max_depth': 26},0.917158673991675,0.9177722480053132,0.9116477605198507,0.9035666680966854,0.9122135280691762,0.9169833847029758,0.9132790148729667,0.9123620670632407,0.9132052402420547,0.9208062439503671,0.9138994829514304,0.00448045527479621,4
0.17515830993652343,0.007270199816231066,0.0049882173538208004,0.0002177012422305253,27,{'max_depth': 27},0.920607952005924,0.9220866565543108,0.9154099793253825,0.9077609880642089,0.9162111174324994,0.9198791339813384,0.9182426185503725,0.9170381887158505,0.9167615050658549,0.9233686446316005,0.9177366784327343,0.00415241821648767,3
0.18757097721099852,0.01692283175394164,0.005223321914672852,0.0006912833929252131,28,{'max_depth': 28},0.9223480335641578,0.9240385425276675,0.9197042697501797,0.9094522120681311,0.92312315457688,0.9192712922596697,0.9234449930088551,0.9239049006704112,0.9198541773388323,0.9269283425047479,0.9212069918269533,0.004516886216959173,2
0.18405139446258545,0.010449350583563558,0.00505986213684082,0.0002459416834479223,29,{'max_depth': 29},0.926937563923069,0.9255208465220561,0.922204003754191,0.909577056202017,0.9227981295772918,0.9230499958695638,0.9240838580036405,0.92338548526898,0.921711986088716,0.9271981433479562,0.9226467068557481,0.004712429652846397,1
